Data,Hora,Ano,Mês,Site,Manchete,Polaridade
18/04/2023,15:11:00,2023,abril,Midia News,Governo de MT entrega viaturas e implanta novo sistema balístico,2
18/04/2023,21:11:00,2023,abril,Só Notícias,Estudante morre em acidente no Médio Norte; Unemat suspende atividades,1
18/04/2023,08h:52,2023,abril,Gazeta Digital,Motociclista morre após desobedecer placa de Pare,1
18/04/2023,09h:11,2023,abril,Folhamax,"Motociclista morre após desobedecer placa de Pare, em MT",1
18/04/2023,12h:22,2023,abril,Folhamax,MT entrega viaturas e implanta novo sistema balístico na Politec,2
18/04/2023,14h:00,2023,abril,Gazeta Digital,Homem é achado em estado esquelético no banheiro de casa,1
18/04/2023,14h:48,2023,abril,Folhamax,Homem é achado em estado esquelético no banheiro de casa,1
18/04/2023,21h:10,2023,abril,Folhamax,"Carreta atinge traseira de moto e mata universitária, em MT",1
19/04/2023,07:49:00,2023,abril,Só Notícias,Criminoso envolvido em roubo de cargas morre em confronto com a Força Tática em Nova Mutum; 3 presos  ,1
19/04/2023,08:19:00,2023,abril,Reporter MT,Estudante da Unemat é atingida por caminhão e morre na MT-358,1
19/04/2023,17:04:00,2023,abril,Só Notícias,Caminhonete capota e empresário morre em rodovia de Sinop  ,1
19/04/2023,07h:36,2023,abril,Gazeta Digital,Estudante de agronomia morre após ser atingida por carreta,1
19/04/2023,14h:20,2023,abril,Gazeta Digital,Mulher é assassinada com dois tiros na janela de casa,1
20/04/2023,08:46:00,2023,abril,Estadão MT,Tio mata sobrinho a facadas depois de discussão em MT,1
20/04/2023,09:40:00,2023,abril,Reporter MT,Empresário morre ao ser arremessado de Hilux na MT-222,1
20/04/2023,09:48:00,2023,abril,Estadão MT,Homem com ficha criminal extensa é assassinado no meio da rua em MT,1
20/04/2023,09:59:00,2023,abril,Só Notícias,Carreta bate em árvore e motorista morre em rodovia de Mato Grosso  ,1
20/04/2023,10:11:00,2023,abril,Só Notícias,Vídeo: perito aponta que caminhonete capotou após curva em Sinop; empresário morreu e lancha pegou fogo,1
20/04/2023,12:40:00,2023,abril,Reporter MT,Tio mata sobrinho com facada no peito,1
20/04/2023,15:27:00,2023,abril,Midia News,Governo de MT passa a ter a maior central de análise balística do país,2
20/04/2023,17:30:00,2023,abril,Reporter MT,Traficante reage e morre em confronto com Polícia Civil; criança fica ferida,1
20/04/2023,07h:41,2023,abril,Gazeta Digital,Empresário morre após perder o controle e capotar Hilux,1
20/04/2023,08h:07,2023,abril,Folhamax,Empresário morre na hora ao ser lançado de Hilux durante capotamento em MT,1
20/04/2023,08h:48,2023,abril,Gazeta Digital,Homem é morto e amigo baleado no interior de MT,1
20/04/2023,09h:50,2023,abril,Folhamax,"Após briga, idoso de 69 anos mata sobrinho com facada no peito em MT",1
20/04/2023,12h:03,2023,abril,Folhamax,Caminhoneiro tenta ultrapassagem e morre após atingir árvore em MT,1
20/04/2023,18h:15,2023,abril,Folhamax,MT terá maior central de análise balística do país,2
21/04/2023,08:31:00,2023,abril,Estadão MT,Mulher bate carro em árvore no canteiro central e morre na hora,1
21/04/2023,08:44:00,2023,abril,Reporter MT,Mulher morre na hora ao bater carro em árvore em VG,1
21/04/2023,11:12:00,2023,abril,Estadão MT,Jovem morta em acidente completou 30 anos há cinco dias,1
21/04/2023,15:04:00,2023,abril,Estadão MT,Bandido que explodiu bomba em supermercado é indiciado pela Polícia Civil,1
21/04/2023,16:46:00,2023,abril,Reporter MT,Autor de ataque é indiciado por extorsão qualificada e quatro tentativas de homicídio,1
21/04/2023,07h:44,2023,abril,Gazeta Digital,Motorista morre ao bater contra árvore em avenida de VG,1
21/04/2023,07h:57,2023,abril,Folhamax,Mulher bate carro contra árvore e morre na hora em VG,1
21/04/2023,12h:10,2023,abril,Folhamax,PC indicia bolsonarista que explodiu mercado após tentativa de extorsão em MT,1
22/04/2023,07:41:00,2023,abril,Só Notícias,Autor de bombas em supermercados é indiciado por extorsão e 4 tentativas de homicídio em Mato Grosso,1
22/04/2023,10:01:00,2023,abril,Estadão MT,Confusão em bar termina com jovem assassinado e amigo atingido por 4 tiros em MT,1
22/04/2023,11:20:00,2023,abril,Só Notícias,Sinop: 19 são presos na blitz da lei seca e 65 veículos apreendidos,1
22/04/2023,08h:11,2023,abril,Gazeta Digital,Crimes atribuídos a barbeiro somam pena de até 50 anos,1
22/04/2023,08h:41,2023,abril,Gazeta Digital,Homem morre e outro fica ferido em briga de bar no interior,1
22/04/2023,08h:46,2023,abril,Folhamax,Tiroteio em bar termina com um morto e outro ferido em cidade de MT,1
23/04/2023,08:50:00,2023,abril,Estadão MT,Corpo é encontrado com pés e mãos amarrados em meio a matagal,1
23/04/2023,10:13:00,2023,abril,Só Notícias,Homem morre ao ser atropelado por carreta em Lucas do Rio Verde,1
23/04/2023,14:29:00,2023,abril,Estadão MT,"Após tentar matar a ex, homem invade casa e executa desafeto na cidade vizinha",1
23/04/2023,14:33:00,2023,abril,Reporter MT,Corpo é encontrado com mãos e pés amarrados em MT,1
23/04/2023,14:40:00,2023,abril,Reporter MT,Bandidos invadem casa e matam homem a tiros,1
23/04/2023,15:44:00,2023,abril,Reporter MT,Morador de rua morre atropelado por caminhão em estacionamento de posto,1
23/04/2023,07h:54,2023,abril,Folhamax,Homem é morto e deixado com mãos e pés amarrados em matagal,1
23/04/2023,09h:52,2023,abril,Gazeta Digital,Trabalhador rural acha corpo em decomposição em fazenda,1
23/04/2023,13h:19,2023,abril,Gazeta Digital,Jovem de 21 anos é executado dentro de casa e bandidos atiram em testemunhas durante a fuga,1
23/04/2023,14h:15,2023,abril,Folhamax,Rapaz é executado dentro de casa; bandidos atiram em testemunha,1
24/04/2023,09:43:00,2023,abril,Estadão MT,Adolescente de 16 anos é executado em banco de praça em MT,1
24/04/2023,12:05:00,2023,abril,Estadão MT,Homem é assassinado e achado em poça de sangue na porta de casa em MT,1
24/04/2023,15:31:00,2023,abril,Midia News,Politec de Primavera do Leste garante mais cidadania a moradores de albergue,2
24/04/2023,17:00:00,2023,abril,Estadão MT,Corpo achado com as mãos amarradas é de homem desaparecido há uma semana,1
24/04/2023,07h:45,2023,abril,Folhamax,Adolescente é executado a tiros em praça; amigos presenciam crime,1
24/04/2023,08h:55,2023,abril,Gazeta Digital,Adolescente de 16 anos é executado com dois tiros na cabeça em praça no interior,1
24/04/2023,11h:15,2023,abril,Gazeta Digital,Homem mata desafeto a facadas no centro de Cuiabá,1
24/04/2023,14h:15,2023,abril,Folhamax,"Com RG, Politec garante cidadania a moradores de albergue",2
24/04/2023,19h:02,2023,abril,Folhamax,Açougueiro denuncia PMs por espancamento em Cuiabá; vídeo,1
25/04/2023,09:05:00,2023,abril,Reporter MT,"Motociclista invade preferencial, bate em Ecosport e morre na hora",1
25/04/2023,14:41:00,2023,abril,Só Notícias,Identificado homem morto atropelado por carreta em Lucas do Rio Verde,2
25/04/2023,16:00:00,2023,abril,Estadão MT,Politec procura familiares de vítima para liberação de corpo,2
25/04/2023,16:45:00,2023,abril,Midia News,Politec procura familiares de vítima para liberação de corpo,2
25/04/2023,07h:48,2023,abril,Gazeta Digital,Corpo de jovem de 26 anos é achado dois dias depois de afogamento no Rio Paraguai,1
25/04/2023,08h:17,2023,abril,Folhamax,Motociclista invade preferencial; é atingido por carro e morre na hora,1
25/04/2023,09h:20,2023,abril,Gazeta Digital,Motociclista morre atingido por carro em cruzamento,1
25/04/2023,10h:10,2023,abril,Gazeta Digital,Dupla mata jovem a tiros dentro do quarto e foge de moto,1
25/04/2023,10h:50,2023,abril,Folhamax,Pescador encontra corpo de homem boiando no Rio Cuiabá e aciona PM,1
25/04/2023,11h:40,2023,abril,Gazeta Digital,Salve'; pescador encontra corpo com mãos amarradas boiando no Rio Cuiabá,1
25/04/2023,17h:16,2023,abril,Folhamax,Servidores da Sesp participam de painel sobre ideias inovadoras para o serviço público,2
25/04/2023,17h:22,2023,abril,Folhamax,Politec procura familiares de vítima para liberação de corpo,2
25/04/2023,19h:20,2023,abril,Folhamax,Mulher mata marido por se recusar a pegar cerveja em MT,1
26/04/2023,11:54:00,2023,abril,Só Notícias,Incêndio destrói duas casas no Nortão e homem morre carbonizado,1
26/04/2023,14:44:00,2023,abril,Reporter MT,Casas pegam fogo e morador morre carbonizado em MT,1
26/04/2023,17:08:00,2023,abril,Só Notícias,Mulher é brutalmente assassinada em residência no Mato Grosso; jovem é procurado  ,1
26/04/2023,17:11:00,2023,abril,Reporter MT,Bandido de 17 anos mata mulher a facadas e esconde corpo embaixo da cama,1
26/04/2023,17:35:00,2023,abril,Estadão MT,Adolescente assassina mulher e esconde o corpo sob a cama para filha a encontrar,1
26/04/2023,19:07:00,2023,abril,Só Notícias,Polícia Civil apreende 328 pacotes de cocaína em Mato Grosso e avalia droga em R$ 16 milhões,1
26/04/2023,20:01:00,2023,abril,Reporter MT,"Polícia Civil apreende carga de ""super cocaína"" avaliada em R$ 16 milhões",1
26/04/2023,12h:50,2023,abril,Folhamax,Ribeirinho Cidadão realiza mais de 15 mil atendimentos,1
26/04/2023,15h:56,2023,abril,Gazeta Digital,Projeto Ribeirinho Cidadão realiza mais de 15 mil atendimentos em 10 dias de expedição,1
26/04/2023,16h:20,2023,abril,Gazeta Digital,Homem morre carbonizado em incêndio que destruiu casas,1
26/04/2023,19h:27,2023,abril,Folhamax,Homem morre carbonizado em incêndio que destruiu casas,1
26/04/2023,19h:30,2023,abril,Folhamax,Mulher leva garoto para transar em casa e acaba morta em MT,1
27/04/2023,07:38:00,2023,abril,Só Notícias,Passageira morre em colisão entre carreta e carro em rodovia de Mato Grosso  ,1
27/04/2023,08:58:00,2023,abril,Estadão MT,Mais um bandido que atacou Confresa morre em confronto com policiais,1
27/04/2023,11:44:00,2023,abril,Reporter MT,Policial civil matou cabo da PM com 5 tiros; dois foram nas costas,1
27/04/2023,13:38:00,2023,abril,Só Notícias,Corpo de homem é encontrado em plantação de milho no Nortão  ,1
27/04/2023,15:03:00,2023,abril,Estadão MT,Vídeo: Idoso é atropelado e esmagado por caminhão em MT,1
27/04/2023,15:39:00,2023,abril,Reporter MT,Investigador diz que tomou arma e matou PM sem saber que vítima era policial,1
27/04/2023,17:10:00,2023,abril,Só Notícias,Casal é assassinado a tiros em plena luz do dia no Nortão  ,1
27/04/2023,17:17:00,2023,abril,Estadão MT,Cadáver em avançado estado de decomposição é achado em milharal de MT,1
27/04/2023,17:20:00,2023,abril,Reporter MT,DHPP conclui que PM não teve chance de defesa e investigador vai responder por homicídio qualificado,1
27/04/2023,17:22:00,2023,abril,Reporter MT,"Homem bate HB20 em égua, capota e morre no hospital",1
27/04/2023,07h:55,2023,abril,Folhamax,Carreta atropela e mata idoso esmagado; câmera registra acidente em MT,1
27/04/2023,08h:29,2023,abril,Gazeta Digital,Mais um envolvido em ataque a Confresa é morto em confronto com a PM,1
27/04/2023,08h:30,2023,abril,Folhamax,Oitavo bandido morre em confronto com PMs após ataque em Confresa,1
27/04/2023,11h:53,2023,abril,Folhamax,Idoso é morto com vários tiros em VG; suspeita é de latrocínio,1
27/04/2023,15h:35,2023,abril,Folhamax,"Bombeiros liberam prédio, mas 4 apartamentos seguem interditados em Cuiabá",1
27/04/2023,17h:02,2023,abril,Folhamax,Investigador contradiz mulher e alega que tentou desarmar cabo morto em Cuiabá,1
27/04/2023,17h:20,2023,abril,Folhamax,Casal é executado com 20 tiros na frente de residência em MT,1
27/04/2023,18h:16,2023,abril,Gazeta Digital,Casal é morto com mais de 15 tiros ao sair de casa em moto,1
27/04/2023,19h:35,2023,abril,Folhamax,"Imagens mostram PC tomando arma e fugindo após matar cabo da PM, em Cuiabá",1
28/04/2023,07:00:00,2023,abril,Reporter MT,Investigador que matou PM em conveniência de Cuiabá passa por audiência de custódia nesta sexta,1
28/04/2023,07:36:00,2023,abril,Reporter MT,Casal é executado a tiros em plena luz do dia na frente de casa,1
28/04/2023,08:22:00,2023,abril,Reporter MT,Operação pega grupo por sonegação de R$ 36 milhões,1
28/04/2023,08:26:00,2023,abril,Estadão MT,Família produtora de grãos é alvo da polícia por sonegação de R$ 36 milhões,1
28/04/2023,11:28:00,2023,abril,Só Notícias,Corpo é localizado no rio Teles Pires em Sinop; vítima identificada,1
28/04/2023,15:53:00,2023,abril,Reporter MT,Ciclista morre atropelado por ambulância em MT,1
28/04/2023,16:21:00,2023,abril,Reporter MT,Criminosos que deram apoio logístico a bando que atacou Confresa são presos no Pará,1
28/04/2023,18:17:00,2023,abril,Só Notícias,Prefeitura lança licitação para construir a Politec em Nova Mutum e investirá R$ 5 milhões,2
28/04/2023,08h:10,2023,abril,Folhamax,PC investiga empresas fakes por fraudes no Prodeic em MT; rombo é de R$ 36 mi,1
28/04/2023,09h:04,2023,abril,Gazeta Digital,Operação mira em empresários do agro por fraude de R$ 36 mi em MT,1
28/04/2023,10h:40,2023,abril,Folhamax,"Testemunha revela discussão entre investigador e cabo: ""não é bosta nenhuma""",1
28/04/2023,16h:06,2023,abril,Gazeta Digital,Dupla é presa acusada de dar apoio a terroristas em Confresa,1
28/04/2023,16h:20,2023,abril,Folhamax,"PC prende 2 por apoio logístico para ""terroristas de Confresa""; bando usou carrões",1
28/04/2023,18h:55,2023,abril,Gazeta Digital,Motociclista morre atropelado por caminhonete em VG,1
28/04/2023,19h:05,2023,abril,Folhamax,Jovem  morre na hora ao bater moto em Hilux em cruzamento de VG,1
28/04/2023,21h:20,2023,abril,Folhamax,PC acha corpos de trio de paulistas sequestrados em cidade de MT,1
29/04/2023,07:41:00,2023,abril,Só Notícias,Três corpos são localizados em cova no Mato Grosso e polícia apura se é trio desaparecido  ,1
29/04/2023,07:59:00,2023,abril,Só Notícias,Vigia que morreu afogado no Teles Pires é sepultado em Sinop,1
29/04/2023,08:12:00,2023,abril,Só Notícias,Corpo é localizado em matagal próximo da MT-325 no Nortão  ,1
29/04/2023,08:13:00,2023,abril,Reporter MT,Polícia encontra corpos de homens que vieram de SP para instalar câmeras em escolas de MT,1
29/04/2023,09:22:00,2023,abril,Reporter MT,Jovem cai de moto e morre atropelado por Hilux em VG,1
29/04/2023,11:24:00,2023,abril,Estadão MT,Polícia prende dupla que deu apoio logístico para bandidos que atacaram Confresa,1
29/04/2023,16:02:00,2023,abril,Reporter MT,"Amigos que vieram de SP para trabalhar foram amarrados e executados, diz delegado",1
29/04/2023,07h:39,2023,abril,Gazeta Digital,Polícia encontra corpos de trio desaparecido no interior,1
29/04/2023,13h:15,2023,abril,Gazeta Digital,Corpo de homem de 37 anos é encontrado em área de mata,1
30/04/2023,09:20:00,2023,abril,Só Notícias,Carreta e moto colidem na BR-163 no Nortão e homem morre,1
30/04/2023,10:27:00,2023,abril,Reporter MT,Famílias precisam de ajuda para custear translado de jovens de SP mortos em MT,1
30/04/2023,11:23:00,2023,abril,Só Notícias,Sinop: mais 17 são presos em blitz da lei seca,1
30/04/2023,11:41:00,2023,abril,Estadão MT,Operação resulta na prisão de 17 motoristas por embriaguez ao volante,1
30/04/2023,11:58:00,2023,abril,Reporter MT,Pedestre morre atropelado por Logan na Av. República do Líbano,1
30/04/2023,15:35:00,2023,abril,Só Notícias,Obra de R$ 5 milhões em Mutum,2
30/04/2023,18:26:00,2023,abril,Só Notícias,Bombeiros localizam corpo de adolescente que se afogou em rio de Mato Grosso,1
30/04/2023,10h:52,2023,abril,Gazeta Digital,Pedestre morre atropelado por Logan ao atravessar avenida,1
30/04/2023,11h:37,2023,abril,Gazeta Digital,16 motoristas são presos por beber e dirigir no interior,1
30/04/2023,12h:18,2023,abril,Folhamax,Operação Lei Seca resulta na prisão de 17 motoristas por embriaguez ao volante,1
01/05/2023,08:19:00,2023,maio,Só Notícias,Sepultado caminhoneiro que morreu em acidente na BR-163 no Nortão,1
01/05/2023,08:59:00,2023,maio,Só Notícias,Acidente entre Sorriso e Sinop deixa um morto; vítima identificada,1
01/05/2023,09:30:00,2023,maio,Estadão MT,Filho de ex-secretária de Educação de Tangará da Serra morre em acidente,1
01/05/2023,10:02:00,2023,maio,Estadão MT,Homem é encontrado morto com golpes de machadinhas em frente a clube,1
01/05/2023,15:00:00,2023,maio,Só Notícias,Carro atinge poste de energia em Cuiabá e jovem morre,1
01/05/2023,20:11:00,2023,maio,Só Notícias,Designer em Sinop recebe título de doutor Honoris Causa de instituição educacional no México,1
01/05/2023,21:35:00,2023,maio,Só Notícias,Homem morre em acidente em Sinop e condutor de veículo deixa local,1
01/05/2023,12h:03,2023,maio,Gazeta Digital,Jovem morre após bater carro em poste em Cuiabá,1
01/05/2023,14h:01,2023,maio,Gazeta Digital,Homem morre após bater em árvore e capotar na MT-358,1
